IP,Dự Án,Line,Station ID,Tên Trạm
192.168.50.216,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-UDFPS_BJ26A-01,FATP-UDFPS
192.168.1.20,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
10.239.18.44,4CS4,FVN-N1F-G01,4CS4_FVN-N1F-G01_FATP-CAM-MU-COMBO-4_IN26A-01,FATP-CAM-MU-COMBO-4
10.239.202.67,4CS4,None,4CS4_FVN-E2F3-G01CQDM01,None
10.239.202.180,4CS4,None,4CS4_E2-3F-FAE01AIRLK-FA-PT-L01,None
10.239.220.71,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-PROD-INT-FRESET-02,PACK-PROD-INT-FRESET-
10.239.220.27,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-PROD-INT-FRESET-01,PACK-PROD-INT-FRESET-
10.239.50.248,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-BFT-MLB_WT26A-03,SMT-BFT-MLB
10.239.226.81,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
10.239.203.60,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-04,FATP-DS-COMBO
10.239.245.23,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-BWRAP_IN26A-01,SA-AOI-BWRAP
10.239.226.84,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-04,FATP-DS-COMBO
10.239.51.9,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-01,SMT-RF-CELL
10.239.50.89,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-BFT-SOC_WT26A-01,SMT-BFT-SOC
10.239.202.157,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-05,FATP-DS-COMBO
10.239.50.91,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-BFT-MLB_WT26A-02,SMT-BFT-MLB
10.239.203.234,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-05,FATP-DS-COMBO
10.239.203.49,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-03,FATP-DS-COMBO
10.239.50.83,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
10.239.202.44,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
10.239.202.11,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-03,FATP-DS-COMBO
10.239.51.1,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-12,SMT-RF-CAL-CELL
10.239.51.4,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-10,SMT-RF-CAL-CELL
10.239.226.97,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-02,FATP-QT-1M
10.239.220.22,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
10.239.202.20,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
10.239.51.138,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-EFS_BJ26A-02,SMT-RF-EFS
10.239.231.90,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
10.239.51.76,4CS4,FVN-N1F-SHT01,4CS4_FVN-N1F-SHT01_SMT-PROV_JA25A-02,SMT-PROV
10.239.205.46,4CS4,FVN-E2F3-Z01,4CS4_FVN-E2F3-Z01_PACK-OTA-01,PACK-OTA-
10.239.50.66,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-13,SMT-RF-CAL-CELL
10.239.203.50,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-04,FATP-DS-COMBO
10.239.51.106,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-16,SMT-RF-CAL-CELL
10.239.51.65,4CS4,FVN-N1F-SHT01,4CS4_FVN-N1F-SHT01_SMT-PROV_JA25A-01,SMT-PROV
10.239.224.25,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-01,FATP-QT-1M
10.239.51.138,4CS4,FVN-N1F-SHT01,4CS4_FVN-N1F-SHT01_SMT-RDL_JA25A-03,SMT-RDL
10.239.226.82,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
10.239.203.54,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
10.239.58.197,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-FLASH_WT26A-02,SMT-FLASH
10.239.226.92,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-IMU-6DOF_IN26A-01,FATP-IMU-6DOF
10.239.58.73,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-07,SMT-RF-CELL
10.239.50.245,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-BFT-SOC_WT26A-03,SMT-BFT-SOC
10.239.50.78,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-BFT-SOC_WT26A-02,SMT-BFT-SOC
10.239.225.11,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
10.239.51.11,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-11,SMT-RF-CAL-CELL
10.239.202.177,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-06,FATP-DS-COMBO
10.239.50.65,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-04,SMT-RF-CAL-CELL
10.239.226.98,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-03,FATP-QT-1M
10.239.199.27,4CS4,FVN-E2F2-Z02,4CS4_FVN-E2F2-Z02_PACK-OTA-01,PACK-OTA-
10.239.202.84,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
10.239.226.83,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-03,FATP-DS-COMBO
10.239.226.110,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-AUDIO_BJ26A-02,FATP-AUDIO
10.239.203.9,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-AUDIO_BJ26A-01,FATP-AUDIO
10.239.51.112,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-04,SMT-RF-CELL
10.239.58.118,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-12,SMT-RF-CAL-CELL
10.239.202.47,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-AUDIO_BJ26A-02,FATP-AUDIO
10.239.223.144,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-BATT-LASER_IN26A-01,SA-AOI-BATT-LASER
10.239.202.167,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AOI-BBG_IN26A-01,SA-AOI-BBG
10.239.58.122,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-10,SMT-RF-CAL-CELL
10.239.51.90,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-07,SMT-RF-CAL-CELL
10.239.58.75,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-05,SMT-RF-CELL
10.239.51.52,4CS4,FVN-N1F-SHT01,4CS4_FVN-N1F-SHT01_SMT-RDL_JA25A-01,SMT-RDL
10.239.50.28,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
10.239.51.91,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-03,SMT-RF-CAL-CELL
10.239.58.74,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-06,SMT-RF-CELL
10.239.50.252,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-06,SMT-RF-CAL-CELL
10.239.203.44,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AOI-B2B_IN26A-05,SA-AOI-B2B
10.239.51.104,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-BFT-MLB_WT26A-04,SMT-BFT-MLB
10.239.58.135,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-09,SMT-RF-CAL-CELL
10.239.226.111,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-AUDIO_BJ26A-03,FATP-AUDIO
10.239.50.67,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-02,SMT-RF-CAL-CELL
10.239.51.105,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-BFT-MLB_WT26A-01,SMT-BFT-MLB
10.239.226.109,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-AUDIO_BJ26A-01,FATP-AUDIO
10.239.58.111,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-15,SMT-RF-CAL-CELL
10.239.202.74,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-02,FATP-AUDIO
10.239.51.135,4CS4,FVN-N1F-SHT01,4CS4_FVN-N1F-SHT01_SMT-RDL_JA25A-01,SMT-RDL
10.239.203.29,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-AUDIO_BJ26A-03,FATP-AUDIO
10.239.51.0,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-09,SMT-RF-CAL-CELL
10.239.203.12,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-01,FATP-AUDIO
10.239.50.84,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-07,SMT-RF-CAL-CELL
10.239.202.99,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-03,FATP-AUDIO
10.239.50.246,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-WIFIBT_BJ26A-01,SMT-RF-WIFIBT
10.239.51.111,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-WIFIBT_BJ26A-02,SMT-RF-WIFIBT
10.239.51.88,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-06,SMT-RF-CAL-CELL
10.239.203.52,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-AUDIO_BJ26A-03,FATP-AUDIO
10.239.58.108,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-16,SMT-RF-CAL-CELL
10.239.58.120,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-11,SMT-RF-CAL-CELL
10.239.50.70,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-BFT-MLB_WT26A-04,SMT-BFT-MLB
10.239.58.98,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-18,SMT-RF-CAL-CELL
10.239.50.255,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-05,SMT-RF-CAL-CELL
10.239.58.99,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-17,SMT-RF-CAL-CELL
10.239.51.110,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-01,SMT-RF-CAL-CELL
10.239.51.87,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
10.239.223.165,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-BBG_IN26A-01,SA-AOI-BBG
10.239.203.58,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-AOI-B2B_IN26A-01,SA-AOI-B2B
192.168.100.16,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-WIFIBT_BJ26A-02,SMT-RF-WIFIBT
192.168.1.12,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-03,SMT-RF-CAL-CELL
192.168.1.82,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-04,SMT-RF-CELL
192.168.50.250,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RUNIN-COMBO-01,FATP-RUNIN-COMBO-
192.168.1.164,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-04,SMT-RF-CELL
192.168.100.115,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-WIFIBT_BJ26A-01,SMT-RF-WIFIBT
192.168.1.88,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-02,SMT-RF-CAL-CELL
192.168.0.11,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-AUDIO_BJ26A-02,FATP-AUDIO
10.239.51.72,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-BFT-MLB_WT26A-01,SMT-BFT-MLB
10.239.205.78,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-BUTTON_IN26A-01,SA-BUTTON
10.239.208.196,4CS4,FVN-E2F4-G01,4CS4_FVN-E2F4-G01_FATP-QT-2M_ORT-01,FATP-QT-2M
192.168.10.41,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-REFLASH-01,SA-REFLASH-
192.168.50.155,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-THERMAL_IN26A-01,FATP-THERMAL
192.168.1.59,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-09,SMT-RF-CAL-CELL
192.168.1.156,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-01,SMT-RF-CELL
192.168.1.52,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-02,SMT-RF-CAL-CELL
192.168.1.113,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-06,SMT-RF-CAL-CELL
192.168.1.112,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-06,SMT-RF-CAL-CELL
192.168.1.22,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-10,SMT-RF-CAL-CELL
192.168.1.75,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
192.168.1.122,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
192.168.1.50,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-01,SMT-RF-CAL-CELL
192.168.1.156,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-01,SMT-RF-CELL
192.168.50.16,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RGEO-CAL_IN26A-01,FATP-RGEO-CAL
192.168.50.11,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-RF-CELL_BJ26A-02,FATP-RF-CELL
192.168.100.130,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-WIFIBT_BJ26A-03,SMT-RF-WIFIBT
192.168.1.73,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CELL_BJ26A-02,SMT-RF-CELL
192.168.1.9,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-01,SMT-RF-CAL-CELL
192.168.100.123,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-WIFIBT_BJ26A-02,SMT-RF-WIFIBT
192.168.1.19,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-02,SMT-RF-CELL
192.168.0.11,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-AUDIO_BJ26A-01,FATP-AUDIO
192.168.1.115,4CS4,FVN-N1F-T01,4CS4_FVN-N1F-T01_SMT-RF-CAL-CELL_BJ26A-07,SMT-RF-CAL-CELL
192.168.1.154,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-10,SMT-RF-CAL-CELL
192.168.10.7,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
30.1.1.1,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
40.1.1.1,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
20.1.1.1,4CS4,FVN-E2F5-Z01,4CS4_FVN-E2F5-Z01_FATP-ZOMBIE-OTA-01,FATP-ZOMBIE-OTA-
10.239.202.62,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AIRLK-BUCKET_IN26A-02,SA-AIRLK-BUCKET
30.1.1.1,4CS4,FVN-E2F3-Z01,4CS4_FVN-E2F3-Z01_PACK-OTA-01,PACK-OTA-
192.168.1.123,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
10.239.221.12,4CS4,None,4CS4_FVN-E1F1-F01PACK-WIC101,None
10.239.220.34,4CS4,None,4CS4_FVN-E1F1-F01PACK-WIC301,None
10.239.202.111,4CS4,None,4CS4_FVN-E2F3-G02GQDM01,None
192.168.0.2,4CS4,None,4CS4_FVN-E2F3-G01GQDM02,None
10.239.202.37,4CS4,None,4CS4_FVN-E2F3-G02CQDM01,None
10.239.203.129,4CS4,None,4CS4_FVN-E2F3-G02GQDM02,None
10.239.203.99,4CS4,None,4CS4_FVN-E2F3-G01GQDM01,None
10.239.203.162,4CS4,None,4CS4_FVN-E2F3-G02GQDM01,None
10.239.202.112,4CS4,None,4CS4_FVN-E2F3-G02CQDM01,None
10.239.203.88,4CS4,None,4CS4_FVN-E2F3-G01GQDM02,None
10.239.218.142,4CS4,None,4CS4_FVN-E1F1-F01OBARESET01,None
10.239.220.43,4CS4,None,4CS4_FVN-E1F1-E01PACK-OQC201,None
10.239.205.48,4CS4,None,4CS4_FVN-E2F3-B02BCOS201,None
10.239.204.75,4CS4,None,4CS4_FVN-E2F3-B01BCOS201,None
10.239.203.94,4CS4,None,4CS4_FVN-E2F3-G01GCOS202,None
10.239.204.27,4CS4,None,4CS4_FVN-E2F3-B02BCOS202,None
10.239.205.111,4CS4,None,4CS4_FVN-E2F3-C02CCOS202,None
10.239.204.58,4CS4,None,4CS4_FVN-E2F3-G01GCOS302,None
10.239.203.28,4CS4,None,4CS4_FVN-E2F3-G02GCOS203,None
10.239.202.230,4CS4,None,4CS4_FVN-E2F3-B01BCOS102,None
10.239.202.234,4CS4,None,4CS4_FVN-E2F3-G01GCOS201,None
10.239.204.93,4CS4,None,4CS4_FVN-E2F3-G01GCOS301,None
10.239.204.74,4CS4,None,4CS4_FVN-E2F3-B01BCOS202,None
10.239.203.149,4CS4,None,4CS4_FVN-E2F3-G01GCOS102,None
10.239.205.83,4CS4,None,4CS4_FVN-E2F3-G02OQC102,None
10.239.204.110,4CS4,None,4CS4_FVN-E2F3-G02FQC02,None
10.239.202.89,4CS4,None,4CS4_FVN-E2F3-G01GCOS204,None
10.239.204.73,4CS4,None,4CS4_FVN-E2F3-C01CCOS101,None
10.239.205.86,4CS4,None,4CS4_FVN-E2F3-C02CCOS101,None
10.239.205.58,4CS4,None,4CS4_FVN-E2F3-G02GCOS301,None
10.239.205.59,4CS4,None,4CS4_FVN-E2F3-G02GCOS102,None
10.239.204.77,4CS4,None,4CS4_FVN-E2F3-C01CCOS201,None
10.239.203.148,4CS4,None,4CS4_FVN-E2F3-G01GCOS101,None
10.239.245.216,4CS4,None,4CS4_FVN-E2F3-G01OQC102,None
10.239.202.206,4CS4,None,4CS4_FVN-E2F3-G01FQC02,None
10.239.244.83,4CS4,None,4CS4_FVN-E2F3-G02OQC101,None
10.239.203.34,4CS4,None,4CS4_FVN-E2F3-G01GCOS303,None
10.239.203.106,4CS4,None,4CS4_FVN-E2F3-G02GCOS201,None
10.239.203.227,4CS4,None,4CS4_FVN-E2F3-C01CCOS102,None
10.239.202.19,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FA-FRDL-01,FA-FRDL-
10.239.205.62,4CS4,None,4CS4_FVN-E2F3-B02BCOS101,None
10.239.202.236,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_PACK-FRDL-01,PACK-FRDL-
10.239.221.34,4CS4,None,4CS4_FVN-E1F1-E01PACK-DSNCK02,None
10.239.220.77,4CS4,None,4CS4_FVN-E1F1-E01PACK-FCOS102,None
10.239.205.110,4CS4,None,4CS4_FVN-E2F3-G02GCOS101,None
10.239.204.97,4CS4,None,4CS4_FVN-E2F3-G02GCOS303,None
10.239.247.244,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FA-FRDL-01,FA-FRDL-
10.239.205.88,4CS4,None,4CS4_FVN-E2F3-C02CCOS102,None
10.239.203.195,4CS4,None,4CS4_FVN-E2F3-G01GCOS203,None
10.239.205.55,4CS4,None,4CS4_FVN-E2F3-B02BCOS102,None
10.239.204.78,4CS4,None,4CS4_FVN-E2F3-C02CCOS201,None
10.10.100.100,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
192.168.50.228,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
192.168.1.10,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-AOI-BATT-LASER_IN26A-01,SA-AOI-BATT-LASER
10.239.218.129,4CS4,None,4CS4_FVN-E1F1-F01OBABARO01,None
10.239.204.109,4CS4,None,4CS4_FVN-E2F3-G02FQC01,None
10.239.202.221,4CS4,None,4CS4_FVN-E2F3-G01FQC01,None
192.168.50.125,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-02,FATP-DS-COMBO
192.168.50.70,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-QT-1M_SF26A-02,FATP-QT-1M
192.168.50.39,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-QT-1M_SF26A-01,FATP-QT-1M
192.168.50.65,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-QT-1M_SF26A-02,FATP-QT-1M
192.168.50.99,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-04,FATP-DS-COMBO
192.168.50.176,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-DS-COMBO_IN26A-03,FATP-DS-COMBO
192.168.50.84,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-COMBO-1_IN26A-02,FATP-CAM-COMBO-1
10.239.225.155,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RGEO-CAL_IN26A-01,FATP-RGEO-CAL
192.168.50.50,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-CAM-MU-COMBO-2_IN26A-01,FATP-CAM-MU-COMBO-2
192.168.50.54,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-MU-COMBO-2_IN26A-01,FATP-CAM-MU-COMBO-2
192.168.50.250,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-01,FATP-RUNIN-COMBO-
192.168.50.11,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-01,FATP-QT-1M
192.168.50.76,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
192.168.50.185,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-DS-COMBO_IN26A-01,FATP-DS-COMBO
192.168.50.59,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-02,FATP-RUNIN-COMBO-
192.168.50.148,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-QT-1M_SF26A-02,FATP-QT-1M
192.168.50.135,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-BATT-VOC_JH26A-01,FATP-BATT-VOC
192.168.1.113,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-05,SMT-RF-CAL-CELL
192.168.1.115,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
192.168.1.176,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-21,SMT-RF-CAL-CELL
192.168.1.189,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-07,SMT-RF-CELL
192.168.1.156,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-08,SMT-RF-CELL
