IP,Dự Án,Line,Station ID,Tên Trạm
10.239.221.81,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-02,PACK-PROV-COMBO-
10.239.221.94,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-FRESET-02,PACK-FRESET-
10.239.203.17,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-USB-04,FATP-USB-
10.239.202.115,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-REFLASH-03,SA-REFLASH-
10.239.202.238,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-DESENSE_BJ26A-01,FATP-RF-DESENSE
10.239.58.181,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-01,SMT-RF-CAL-CELL
10.239.203.160,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-QT-0A_WT26A-03,SA-QT-0A
10.239.203.1,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-07,FATP-SOC-SHMOO
10.239.202.135,4CS4,FVN-E2F3-B03,4CS4_FVN-E2F3-B03_SA-BG-AIRLK-VISOR_IN26A-04,SA-BG-AIRLK-VISOR
10.239.203.18,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-USB-03,FATP-USB-
10.239.202.13,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-QT-0A_WT26A-01,SA-QT-0A
10.239.203.25,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-USB-01,FATP-USB-
10.239.226.78,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-QT-0A_WT26A-01,SA-QT-0A
10.239.203.241,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-REFLASH-03,SA-REFLASH-
10.239.202.23,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_SA-REFLASH-01,SA-REFLASH-
10.239.202.243,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-IMU-6DOF_IN26A-02,FATP-IMU-6DOF
10.239.220.101,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-05,PACK-PROV-COMBO-
10.239.222.173,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-B2B_IN26A-02,SA-AOI-B2B
10.239.202.66,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-USB-01,FATP-USB-
10.239.217.50,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-04,PACK-PROV-COMBO-
10.239.220.96,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-03,PACK-PROV-COMBO-
10.239.202.192,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-01,FATP-SOC-SHMOO
10.239.217.52,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-06,PACK-PROV-COMBO-
10.239.220.100,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-12,PACK-PROV-COMBO-
10.239.224.167,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-02,FATP-RUNIN-COMBO-
10.239.204.105,4CS4,FVN-E2F3-B01,4CS4_FVN-E2F3-B01_SA-BG-AIRLK-VISOR_IN26A-01,SA-BG-AIRLK-VISOR
10.239.217.54,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-08,PACK-PROV-COMBO-
10.239.202.99,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-04,FATP-SOC-SHMOO
10.239.224.170,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-04,FATP-RUNIN-COMBO-
10.239.50.103,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-02,SMT-RF-CELL
10.239.204.17,4CS4,FVN-E2F3-B02,4CS4_FVN-E2F3-B02_SA-BG-AIRLK-VISOR_IN26A-02,SA-BG-AIRLK-VISOR
10.239.217.60,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-14,PACK-PROV-COMBO-
10.239.221.10,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-FRESET-04,PACK-FRESET-
10.239.224.168,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-03,FATP-RUNIN-COMBO-
10.239.205.66,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-FRDL-01,FATP-FRDL-
10.239.225.110,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-COMBO-1_IN26A-03,FATP-CAM-COMBO-1
10.239.58.47,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-04,SMT-RF-WIFIBT
10.239.226.16,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-OIS_IN26A-01,FATP-CAM-OIS
10.239.51.89,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-15,SMT-RF-CAL-CELL
10.239.217.49,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-03,PACK-PROV-COMBO-
10.239.51.68,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-WIFIBT_BJ26A-02,SMT-RF-WIFIBT
10.239.58.146,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-06,SMT-RF-CAL-CELL
10.239.58.83,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-22,SMT-RF-CAL-CELL
10.239.58.49,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-02,SMT-RF-WIFIBT
10.239.225.175,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-USB-04,FATP-USB-
10.239.203.45,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-USB-02,FATP-USB-
10.239.226.112,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-AIRLK-WTX_IN26A-01,FATP-AIRLK-WTX
10.239.202.158,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-DESENSE_BJ26A-04,FATP-RF-DESENSE
10.239.51.74,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-WIFIBT_BJ26A-04,SMT-RF-WIFIBT
10.239.224.133,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-MU-COMBO-3_IN26A-01,FATP-CAM-MU-COMBO-3
10.239.220.98,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-10,PACK-PROV-COMBO-
10.239.222.165,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-USB-01,FATP-USB-
10.239.58.95,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-21,SMT-RF-CAL-CELL
10.239.223.160,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-AOI-B2B_IN26A-01,SA-AOI-B2B
10.239.217.57,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-11,PACK-PROV-COMBO-
10.239.202.207,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-USB-03,FATP-USB-
10.239.58.48,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-03,SMT-RF-WIFIBT
10.239.58.140,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-08,SMT-RF-CAL-CELL
10.239.220.99,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-11,PACK-PROV-COMBO-
10.239.226.15,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-OIS_IN26A-02,FATP-CAM-OIS
10.239.226.95,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-REFLASH-04,SA-REFLASH-
10.239.203.84,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-06,FATP-SOC-SHMOO
10.239.58.76,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-04,SMT-RF-CELL
10.239.205.16,4CS4,FVN-E2F3-B02,4CS4_FVN-E2F3-B02_SA-BG-AIRLK-VISOR_IN26A-03,SA-BG-AIRLK-VISOR
10.239.58.195,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-FLASH_WT26A-04,SMT-FLASH
10.239.203.197,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-SRDL-01,FATP-SRDL-
10.239.224.169,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-RUNIN-COMBO-01,FATP-RUNIN-COMBO-
10.239.226.17,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-MU-COMBO-4_IN26A-01,FATP-CAM-MU-COMBO-4
10.239.58.46,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-05,SMT-RF-WIFIBT
10.239.217.48,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-02,PACK-PROV-COMBO-
10.239.203.170,4CS4,FVN-E2F3-B03,4CS4_FVN-E2F3-B03_SA-BG-AIRLK-VISOR_IN26A-01,SA-BG-AIRLK-VISOR
10.239.58.148,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-05,SMT-RF-CAL-CELL
10.239.202.116,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SRDL-03,FATP-SRDL-
10.239.203.30,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-AIRLK-WTX_IN26A-01,FATP-AIRLK-WTX
10.239.226.99,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-REFLASH-01,SA-REFLASH-
10.239.202.133,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-USB-04,FATP-USB-
10.239.58.77,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
10.239.202.25,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-REFLASH-01,SA-REFLASH-
10.239.225.171,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-COMBO-1_IN26A-04,FATP-CAM-COMBO-1
10.239.221.90,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-06,PACK-PROV-COMBO-
10.239.220.95,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-07,PACK-PROV-COMBO-
10.239.204.63,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-FRDL-02,FATP-FRDL-
10.239.220.105,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-FRESET-04,PACK-FRESET-
10.239.58.82,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-01,SMT-RF-CELL
10.239.204.106,4CS4,FVN-E2F3-B01,4CS4_FVN-E2F3-B01_SA-BG-AIRLK-VISOR_IN26A-02,SA-BG-AIRLK-VISOR
10.239.220.104,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-FRESET-01,PACK-FRESET-
10.239.50.102,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CAL-CELL_BJ26A-14,SMT-RF-CAL-CELL
10.239.217.58,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-12,PACK-PROV-COMBO-
10.239.202.36,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-USB-02,FATP-USB-
10.239.221.32,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-PROV-COMBO-02,PACK-PROV-COMBO-
10.239.202.156,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-SRDL-03,FATP-SRDL-
10.239.226.94,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-REFLASH-03,SA-REFLASH-
10.239.58.180,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-02,SMT-RF-CAL-CELL
10.239.58.96,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-20,SMT-RF-CAL-CELL
10.239.58.80,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CELL_BJ26A-02,SMT-RF-CELL
10.239.58.45,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-WIFIBT_BJ26A-06,SMT-RF-WIFIBT
10.239.202.209,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-SRDL-02,FATP-SRDL-
10.239.58.97,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-19,SMT-RF-CAL-CELL
10.239.203.20,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-QT-0A_WT26A-02,SA-QT-0A
10.239.217.55,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-09,PACK-PROV-COMBO-
10.239.203.114,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-QT-1M_SF26A-01,FATP-QT-1M
10.239.217.53,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-07,PACK-PROV-COMBO-
10.239.58.160,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-03,SMT-RF-CAL-CELL
10.239.51.94,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-03,SMT-RF-CELL
10.239.221.33,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-PROV-COMBO-04,PACK-PROV-COMBO-
10.239.226.79,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_SA-QT-0A_WT26A-03,SA-QT-0A
10.239.220.90,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-01,PACK-PROV-COMBO-
10.239.204.60,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SRDL-02,FATP-SRDL-
10.239.205.103,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-FRDL-01,FATP-FRDL-
10.239.203.6,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-QT-0A_WT26A-03,SA-QT-0A
10.239.203.23,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_SA-REFLASH-02,SA-REFLASH-
10.239.204.18,4CS4,FVN-E2F3-B01,4CS4_FVN-E2F3-B01_SA-BG-AIRLK-VISOR_IN26A-03,SA-BG-AIRLK-VISOR
10.239.205.9,4CS4,FVN-E2F3-B02,4CS4_FVN-E2F3-B02_SA-BG-AIRLK-VISOR_IN26A-01,SA-BG-AIRLK-VISOR
10.239.51.93,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-06,SMT-RF-CELL
10.239.221.31,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-PROV-COMBO-01,PACK-PROV-COMBO-
10.239.221.89,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-08,PACK-PROV-COMBO-
10.239.58.114,4CS4,FVN-N1F-T03,4CS4_FVN-N1F-T03_SMT-RF-CAL-CELL_BJ26A-14,SMT-RF-CAL-CELL
10.239.222.174,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-USB-03,FATP-USB-
10.239.202.235,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-09,FATP-SOC-SHMOO
10.239.220.52,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-FRESET-02,PACK-FRESET-
10.239.203.1,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-08,FATP-SOC-SHMOO
10.239.205.102,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-FRDL-02,FATP-FRDL-
10.239.205.113,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SRDL-01,FATP-SRDL-
10.239.225.27,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-CAM-MU-COMBO-2_IN26A-01,FATP-CAM-MU-COMBO-2
10.239.225.176,4CS4,FVN-E1F3-G03,4CS4_FVN-E1F3-G03_FATP-USB-02,FATP-USB-
10.239.202.77,4CS4,FVN-E2F3-B03,4CS4_FVN-E2F3-B03_SA-BG-AIRLK-VISOR_IN26A-02,SA-BG-AIRLK-VISOR
10.239.217.47,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-PROV-COMBO-01,PACK-PROV-COMBO-
10.239.205.65,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SRDL-04,FATP-SRDL-
10.239.221.93,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-FRESET-03,PACK-FRESET-
10.239.220.97,4CS4,FVN-E1F1-F01,4CS4_FVN-E1F1-F01_PACK-PROV-COMBO-09,PACK-PROV-COMBO-
10.239.205.17,4CS4,FVN-E2F3-B02,4CS4_FVN-E2F3-B02_SA-BG-AIRLK-VISOR_IN26A-04,SA-BG-AIRLK-VISOR
10.239.51.82,4CS4,FVN-N1F-T02,4CS4_FVN-N1F-T02_SMT-RF-CELL_BJ26A-01,SMT-RF-CELL
10.239.202.157,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-RF-DESENSE_BJ26A-02,FATP-RF-DESENSE
10.239.221.9,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-FRESET-01,PACK-FRESET-
10.239.203.196,4CS4,FVN-E2F3-G02,4CS4_FVN-E2F3-G02_FATP-SRDL-04,FATP-SRDL-
10.239.202.27,4CS4,FVN-E2F3-B03,4CS4_FVN-E2F3-B03_SA-BG-AIRLK-VISOR_IN26A-03,SA-BG-AIRLK-VISOR
10.239.203.22,4CS4,FVN-E2F3-G01,4CS4_FVN-E2F3-G01_FATP-SOC-SHMOO_SF26A-02,FATP-SOC-SHMOO
10.239.220.24,4CS4,FVN-E1F1-E01,4CS4_FVN-E1F1-E01_PACK-FRESET-01,PACK-FRESET-
10.239.220.14,4CS4,FVN-E1F1-F02,4CS4_FVN-E1F1-F02_PACK-FRESET-02,PACK-FRESET-
